Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM3026516,"SS2_15_0049_L24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750572",SRX3750572,"Kristian Pietras","Nov 23, 2018"
GSM3026517,"SS2_15_0049_M1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750573",SRX3750573,"Kristian Pietras","Nov 23, 2018"
GSM3026518,"SS2_15_0049_M2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750574",SRX3750574,"Kristian Pietras","Nov 23, 2018"
GSM3026519,"SS2_15_0049_M3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750575",SRX3750575,"Kristian Pietras","Nov 23, 2018"
GSM3026520,"SS2_15_0049_M4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750576",SRX3750576,"Kristian Pietras","Nov 23, 2018"
GSM3026521,"SS2_15_0049_M5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750577",SRX3750577,"Kristian Pietras","Nov 23, 2018"
GSM3026522,"SS2_15_0049_M6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750578",SRX3750578,"Kristian Pietras","Nov 23, 2018"
GSM3026523,"SS2_15_0049_M7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750579",SRX3750579,"Kristian Pietras","Nov 23, 2018"
GSM3026524,"SS2_15_0049_M8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750580",SRX3750580,"Kristian Pietras","Nov 23, 2018"
GSM3026525,"SS2_15_0049_M9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750581",SRX3750581,"Kristian Pietras","Nov 23, 2018"
GSM3026526,"SS2_15_0049_M10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750582",SRX3750582,"Kristian Pietras","Nov 23, 2018"
GSM3026527,"SS2_15_0049_M11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750583",SRX3750583,"Kristian Pietras","Nov 23, 2018"
GSM3026528,"SS2_15_0049_M12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750584",SRX3750584,"Kristian Pietras","Nov 23, 2018"
GSM3026529,"SS2_15_0049_M13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750585",SRX3750585,"Kristian Pietras","Nov 23, 2018"
GSM3026530,"SS2_15_0049_M14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750586",SRX3750586,"Kristian Pietras","Nov 23, 2018"
GSM3026531,"SS2_15_0049_M15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750587",SRX3750587,"Kristian Pietras","Nov 23, 2018"
GSM3026532,"SS2_15_0049_M16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750588",SRX3750588,"Kristian Pietras","Nov 23, 2018"
GSM3026533,"SS2_15_0049_M17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750589",SRX3750589,"Kristian Pietras","Nov 23, 2018"
GSM3026534,"SS2_15_0049_M18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750590",SRX3750590,"Kristian Pietras","Nov 23, 2018"
GSM3026535,"SS2_15_0049_M19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750591",SRX3750591,"Kristian Pietras","Nov 23, 2018"
GSM3026536,"SS2_15_0049_M20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750592",SRX3750592,"Kristian Pietras","Nov 23, 2018"
GSM3026537,"SS2_15_0049_M21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750593",SRX3750593,"Kristian Pietras","Nov 23, 2018"
GSM3026538,"SS2_15_0049_M22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750594",SRX3750594,"Kristian Pietras","Nov 23, 2018"
GSM3026539,"SS2_15_0049_M23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750595",SRX3750595,"Kristian Pietras","Nov 23, 2018"
GSM3026540,"SS2_15_0049_M24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750596",SRX3750596,"Kristian Pietras","Nov 23, 2018"
GSM3026541,"SS2_15_0049_N1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750597",SRX3750597,"Kristian Pietras","Nov 23, 2018"
GSM3026542,"SS2_15_0049_N2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750598",SRX3750598,"Kristian Pietras","Nov 23, 2018"
GSM3026543,"SS2_15_0049_N3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750599",SRX3750599,"Kristian Pietras","Nov 23, 2018"
GSM3026544,"SS2_15_0049_N4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750600",SRX3750600,"Kristian Pietras","Nov 23, 2018"
GSM3026545,"SS2_15_0049_N5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750601",SRX3750601,"Kristian Pietras","Nov 23, 2018"
GSM3026546,"SS2_15_0049_N6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750602",SRX3750602,"Kristian Pietras","Nov 23, 2018"
GSM3026547,"SS2_15_0049_N7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750603",SRX3750603,"Kristian Pietras","Nov 23, 2018"
GSM3026548,"SS2_15_0049_N8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750604",SRX3750604,"Kristian Pietras","Nov 23, 2018"
GSM3026549,"SS2_15_0049_N9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750605",SRX3750605,"Kristian Pietras","Nov 23, 2018"
GSM3026550,"SS2_15_0049_N10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750606",SRX3750606,"Kristian Pietras","Nov 23, 2018"
GSM3026551,"SS2_15_0049_N11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750607",SRX3750607,"Kristian Pietras","Nov 23, 2018"
GSM3026552,"SS2_15_0049_N12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750608",SRX3750608,"Kristian Pietras","Nov 23, 2018"
GSM3026553,"SS2_15_0049_N13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750609",SRX3750609,"Kristian Pietras","Nov 23, 2018"
GSM3026554,"SS2_15_0049_N14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750610",SRX3750610,"Kristian Pietras","Nov 23, 2018"
GSM3026555,"SS2_15_0049_N15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750611",SRX3750611,"Kristian Pietras","Nov 23, 2018"
GSM3026556,"SS2_15_0049_N16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750612",SRX3750612,"Kristian Pietras","Nov 23, 2018"
GSM3026557,"SS2_15_0049_N17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750613",SRX3750613,"Kristian Pietras","Nov 23, 2018"
GSM3026558,"SS2_15_0049_N18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750614",SRX3750614,"Kristian Pietras","Nov 23, 2018"
GSM3026559,"SS2_15_0049_N19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750615",SRX3750615,"Kristian Pietras","Nov 23, 2018"
GSM3026560,"SS2_15_0049_N20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750616",SRX3750616,"Kristian Pietras","Nov 23, 2018"
GSM3026561,"SS2_15_0049_N21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750617",SRX3750617,"Kristian Pietras","Nov 23, 2018"
GSM3026562,"SS2_15_0049_N22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750618",SRX3750618,"Kristian Pietras","Nov 23, 2018"
GSM3026563,"SS2_15_0049_N23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750619",SRX3750619,"Kristian Pietras","Nov 23, 2018"
GSM3026564,"SS2_15_0049_N24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750620",SRX3750620,"Kristian Pietras","Nov 23, 2018"
GSM3026565,"SS2_15_0049_O1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750621",SRX3750621,"Kristian Pietras","Nov 23, 2018"
GSM3026566,"SS2_15_0049_O2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750622",SRX3750622,"Kristian Pietras","Nov 23, 2018"
GSM3026567,"SS2_15_0049_O3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750623",SRX3750623,"Kristian Pietras","Nov 23, 2018"
GSM3026568,"SS2_15_0049_O4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750624",SRX3750624,"Kristian Pietras","Nov 23, 2018"
GSM3026569,"SS2_15_0049_O5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750625",SRX3750625,"Kristian Pietras","Nov 23, 2018"
GSM3026570,"SS2_15_0049_O6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750626",SRX3750626,"Kristian Pietras","Nov 23, 2018"
GSM3026571,"SS2_15_0049_O7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750627",SRX3750627,"Kristian Pietras","Nov 23, 2018"
GSM3026572,"SS2_15_0049_O8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750628",SRX3750628,"Kristian Pietras","Nov 23, 2018"
GSM3026573,"SS2_15_0049_O9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750629",SRX3750629,"Kristian Pietras","Nov 23, 2018"
GSM3026574,"SS2_15_0049_O10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750630",SRX3750630,"Kristian Pietras","Nov 23, 2018"
GSM3026575,"SS2_15_0049_O11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750631",SRX3750631,"Kristian Pietras","Nov 23, 2018"
GSM3026576,"SS2_15_0049_O12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750632",SRX3750632,"Kristian Pietras","Nov 23, 2018"
GSM3026577,"SS2_15_0049_O13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750633",SRX3750633,"Kristian Pietras","Nov 23, 2018"
GSM3026578,"SS2_15_0049_O14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750634",SRX3750634,"Kristian Pietras","Nov 23, 2018"
GSM3026579,"SS2_15_0049_O15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750635",SRX3750635,"Kristian Pietras","Nov 23, 2018"
GSM3026580,"SS2_15_0049_O16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750636",SRX3750636,"Kristian Pietras","Nov 23, 2018"
GSM3026581,"SS2_15_0049_O17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750637",SRX3750637,"Kristian Pietras","Nov 23, 2018"
GSM3026582,"SS2_15_0049_O18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750638",SRX3750638,"Kristian Pietras","Nov 23, 2018"
GSM3026583,"SS2_15_0049_O19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750639",SRX3750639,"Kristian Pietras","Nov 23, 2018"
GSM3026584,"SS2_15_0049_O20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750640",SRX3750640,"Kristian Pietras","Nov 23, 2018"
GSM3026585,"SS2_15_0049_O21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750641",SRX3750641,"Kristian Pietras","Nov 23, 2018"
GSM3026586,"SS2_15_0049_O22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750642",SRX3750642,"Kristian Pietras","Nov 23, 2018"
GSM3026587,"SS2_15_0049_O23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750643",SRX3750643,"Kristian Pietras","Nov 23, 2018"
GSM3026588,"SS2_15_0049_O24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750644",SRX3750644,"Kristian Pietras","Nov 23, 2018"
GSM3026589,"SS2_15_0049_P1","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750645",SRX3750645,"Kristian Pietras","Nov 23, 2018"
GSM3026590,"SS2_15_0049_P2","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750646",SRX3750646,"Kristian Pietras","Nov 23, 2018"
GSM3026591,"SS2_15_0049_P3","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750647",SRX3750647,"Kristian Pietras","Nov 23, 2018"
GSM3026592,"SS2_15_0049_P4","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750648",SRX3750648,"Kristian Pietras","Nov 23, 2018"
GSM3026593,"SS2_15_0049_P5","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750649",SRX3750649,"Kristian Pietras","Nov 23, 2018"
GSM3026594,"SS2_15_0049_P6","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750650",SRX3750650,"Kristian Pietras","Nov 23, 2018"
GSM3026595,"SS2_15_0049_P7","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750651",SRX3750651,"Kristian Pietras","Nov 23, 2018"
GSM3026596,"SS2_15_0049_P8","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750652",SRX3750652,"Kristian Pietras","Nov 23, 2018"
GSM3026597,"SS2_15_0049_P9","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750653",SRX3750653,"Kristian Pietras","Nov 23, 2018"
GSM3026598,"SS2_15_0049_P10","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750654",SRX3750654,"Kristian Pietras","Nov 23, 2018"
GSM3026599,"SS2_15_0049_P11","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750655",SRX3750655,"Kristian Pietras","Nov 23, 2018"
GSM3026600,"SS2_15_0049_P12","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750656",SRX3750656,"Kristian Pietras","Nov 23, 2018"
GSM3026601,"SS2_15_0049_P13","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750657",SRX3750657,"Kristian Pietras","Nov 23, 2018"
GSM3026602,"SS2_15_0049_P14","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750658",SRX3750658,"Kristian Pietras","Nov 23, 2018"
GSM3026603,"SS2_15_0049_P15","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750659",SRX3750659,"Kristian Pietras","Nov 23, 2018"
GSM3026604,"SS2_15_0049_P16","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750660",SRX3750660,"Kristian Pietras","Nov 23, 2018"
GSM3026605,"SS2_15_0049_P17","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750661",SRX3750661,"Kristian Pietras","Nov 23, 2018"
GSM3026606,"SS2_15_0049_P18","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750662",SRX3750662,"Kristian Pietras","Nov 23, 2018"
GSM3026607,"SS2_15_0049_P19","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750663",SRX3750663,"Kristian Pietras","Nov 23, 2018"
GSM3026608,"SS2_15_0049_P20","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750664",SRX3750664,"Kristian Pietras","Nov 23, 2018"
GSM3026609,"SS2_15_0049_P21","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750665",SRX3750665,"Kristian Pietras","Nov 23, 2018"
GSM3026610,"SS2_15_0049_P22","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750666",SRX3750666,"Kristian Pietras","Nov 23, 2018"
GSM3026611,"SS2_15_0049_P23","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750667",SRX3750667,"Kristian Pietras","Nov 23, 2018"
GSM3026612,"SS2_15_0049_P24","SRA","Mus musculus",1,GPL13112,GSE111229,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX3750668",SRX3750668,"Kristian Pietras","Nov 23, 2018"
